-1904,6923,6668,,0,,FALSE
-2231,6642,6478,,1,,TRUE
-2066,6742,6627,,1,,TRUE
-2262,6593,6183,,1,,TRUE
-2074,6749,6642,,1,,TRUE
-1809,7166,7054,,1,,TRUE
-1985,6888,6771,,0,,FALSE
-2755,5803,5754,,1,,FALSE
-2484,6182,5977,,1,,TRUE
-2366,6406,6189,,1,,TRUE
-2333,6253,6253,,1,,TRUE
-2477,6092,6027,,1,,TRUE
-1931,6896,6444,,1,,TRUE
-2187,6996,6471,,1,,TRUE
-2074,6912,6450,,1,,TRUE
-2111,6685,6003,,1,,TRUE
-2358,6336,6071,,1,,TRUE
-2793,5787,5747,,1,,FALSE
-2355,6579,6311,,1,,TRUE
-2308,6337,6449,,0,,FALSE
-2736,5888,5827,,1,,FALSE
-2981,5589,5633,,1,,FALSE
-2589,6428,6021,,1,,TRUE
-2807,5772,5734,,1,,FALSE
-2460,6192,6742,,1,,TRUE
-3046,5893,5965,,1,,FALSE
-2816,5632,5741,,1,,FALSE
-2175,6587,6585,,1,,TRUE
-2594,6026,5873,,1,,TRUE
-2513,6166,5996,,1,,TRUE
-2808,5679,5801,,1,,FALSE
-1686,7490,7423,,1,,TRUE
-2342,6504,6240,,1,,TRUE
-2187,6618,6633,,1,,TRUE
-3206,5261,5234,,0,,FALSE
-2874,5648,6046,,0,,FALSE
-2746,5914,5797,,1,,FALSE
-3093,5263,5533,,0,,FALSE
-2954,5597,5652,,1,,FALSE
-2064,6567,6611,,1,,TRUE
-2905,5484,5746,,0,,FALSE
-2802,5816,5638,,0,,FALSE
-2272,6602,6482,,1,,TRUE
-2292,6701,6324,,0,,FALSE
-1796,7260,7328,,0,,FALSE
-2137,6825,7249,,1,,TRUE
-2752,5887,6794,,1,,FALSE
-2894,5964,5713,,1,,FALSE
-2738,6041,6057,,1,,FALSE
-2697,5939,5852,,1,,FALSE
-2359,6399,6258,,1,,TRUE
-2126,6740,6720,,1,,TRUE
-2364,6293,6570,,1,,TRUE
-2573,6126,5913,,1,,TRUE
-2569,6030,5850,,1,,TRUE
-2326,6381,6197,,1,,TRUE
-2455,6297,6124,,1,,TRUE
-2370,6263,6123,,1,,TRUE
-2332,6344,6368,,1,,TRUE
-2684,6201,6219,,1,,FALSE
-2574,6058,6001,,1,,TRUE
-2754,5869,5765,,1,,FALSE
-2253,6545,6352,,1,,TRUE
-2256,6552,6518,,1,,TRUE
-2729,5838,5820,,1,,FALSE
-3857,6226,6686,,1,,FALSE
-2183,6509,6432,,1,,TRUE
-2140,5371,6356,,1,,FALSE
-2231,6561,6453,,1,,TRUE
-2446,6157,6104,,1,,TRUE
-2529,6029,5891,,1,,TRUE
-2461,5789,5202,,1,,FALSE
-1766,7176,7108,,1,,TRUE
-2019,6646,6616,,1,,TRUE
-2297,6213,6192,,1,,TRUE
-2317,6089,5963,,1,,TRUE
-1960,6978,6902,,0,,FALSE
-2137,6604,6577,,1,,TRUE
-2137,6604,6577,,0,,FALSE
-3303,6293,6174,,1,,FALSE
-2417,6266,6179,,1,,TRUE
-2118,6834,6439,,1,,TRUE
-2149,6626,6990,,1,,TRUE
-1949,7025,6947,,1,,TRUE
-1798,7345,7240,,1,,TRUE
-2125,6908,6793,,1,,TRUE
-2170,6913,6627,,1,,TRUE
-2658,6161,6456,,1,,FALSE
-2184,6837,6588,,1,,TRUE
-2237,6757,6486,,1,,TRUE
-2242,6623,6476,,1,,TRUE
-2413,6426,6302,,1,,TRUE
-2482,6232,6263,,1,,TRUE
-2661,6209,6045,,1,,FALSE
-2245,6659,6319,,1,,TRUE
-2309,6443,6260,,1,,TRUE
-1982,6910,6936,,1,,TRUE
-2113,6783,6791,,1,,TRUE
-2381,6303,6396,,1,,TRUE
-2277,6615,6653,,1,,TRUE
-2521,6345,6064,,1,,TRUE
-2671,6332,5979,,1,,FALSE
-2309,6264,6202,,1,,TRUE
-2331,6357,6406,,1,,TRUE
-2281,6489,6307,,1,,TRUE
-2419,6266,6981,,1,,TRUE
-1941,7006,6922,,1,,TRUE
-2406,6179,6120,,1,,TRUE
-1865,7223,7255,,1,,TRUE
-2002,6857,6893,,1,,TRUE
-2302,6480,6445,,1,,TRUE
-1931,6955,7016,,1,,TRUE
-2388,6226,6406,,1,,TRUE
-2226,6301,6193,,1,,TRUE
-2257,6563,6525,,1,,TRUE
-2080,6697,6724,,1,,TRUE
-2070,6688,7113,,1,,TRUE
-2142,5157,6016,,1,,FALSE
-2057,6888,6768,,1,,TRUE
-2243,6482,6447,,1,,TRUE
-388,INVALID,INVALID,,NA,,#VALUE!
-1733,7322,7061,,1,,TRUE
-1774,7216,7141,,1,,TRUE
-1878,7252,7069,,1,,TRUE
-1968,6871,6710,,0,,FALSE
-1644,7443,7403,,0,,FALSE
-2187,6582,6542,,0,,FALSE
-1892,6966,7001,,1,,TRUE
-2191,6557,6467,,0,,FALSE
-1984,6966,6700,,1,,TRUE
-2195,6687,6858,,1,,TRUE
-2187,6692,6416,,1,,TRUE
-1992,7036,6636,,1,,TRUE
-1984,6806,6851,,1,,TRUE
-2077,6749,6493,,1,,TRUE
-2315,6445,6589,,1,,TRUE
-2707,5970,6064,,1,,FALSE
-2095,6752,6594,,1,,TRUE
-2240,6380,6415,,1,,TRUE
-2295,6305,6341,,1,,TRUE
-2935,5871,5873,,1,,FALSE
-2775,5856,5761,,1,,FALSE
-2469,6109,6004,,1,,TRUE
-2477,5928,5895,,1,,TRUE
-2641,5848,5678,,1,,FALSE
-3008,4450,2533,,1,,FALSE
-2181,6557,6383,,1,,TRUE
-3444,5798,5907,,1,,FALSE
-2283,6436,6273,,1,,TRUE
-2361,6338,6323,,1,,TRUE
-2254,6329,6308,,1,,TRUE
-2608,5992,5889,,1,,FALSE
-2478,7807,7735,,0,,FALSE
-2333,6442,6490,,0,,FALSE
-2310,6318,6589,,0,,FALSE
-3004,5565,5476,,0,,FALSE
-3659,5543,5749,,1,,FALSE
-2843,5484,5467,,0,,FALSE
-2843,5484,5467,,0,,FALSE
-340,INVALID,INVALID,,NA,,#VALUE!
-340,INVALID,INVALID,,NA,,#VALUE!
-2133,6901,6095,,1,,TRUE
-2895,5728,5850,,1,,FALSE
-2886,5913,5968,,1,,FALSE
-2546,6316,6206,,1,,TRUE
-2345,6498,6238,,1,,TRUE
-2851,6041,6024,,1,,FALSE
-2876,5897,6047,,1,,FALSE
-3334,5851,6735,,1,,FALSE
-3038,5701,5721,,1,,FALSE
-2864,5784,6127,,1,,FALSE
-2553,6192,6098,,1,,TRUE
-2621,6091,6212,,1,,FALSE
-2660,6044,6537,,1,,FALSE
-2856,5923,6058,,1,,FALSE
-2604,6014,6102,,1,,FALSE
-2790,5884,6134,,1,,FALSE
-2399,6265,6105,,0,,FALSE
-2634,6057,6083,,1,,FALSE
-2809,5824,5840,,1,,FALSE
-2680,5983,5878,,1,,FALSE
-2790,5828,5782,,1,,FALSE
-2662,5963,6053,,1,,FALSE
-2880,5751,5958,,1,,FALSE
-2789,5787,5755,,1,,FALSE
-3173,5151,5115,,0,,FALSE
-2754,5863,5836,,1,,FALSE
-2701,5833,5626,,1,,FALSE
-2802,5544,5513,,1,,FALSE
