34.82,-61.630001,-2.42,-8.582,2.465,-2.925,0.04688316137855992,-0.04992447022412902,-0.012770544252482146
36.200001,-60.82,-2.64,-8.569,2.566,-2.941,0.048741254703820514,-0.049268314615661404,-0.013931502820889615
36.459999,-60.490002,-3.51,-8.685,2.654,-2.942,0.04909132731129045,-0.04900099391052265,-0.018522566250500964
34.82,-61.099998,-2.85,-8.606,2.407,-2.925,0.04688316137855992,-0.049495131938182876,-0.015039690545278562
34.650002,-60.93,-2.22,-8.55,2.394,-2.901,0.04665426868275198,-0.04935742205741942,-0.011715127372111722
34.75,-60.540001,-2.64,-8.665,2.391,-2.905,0.04678891033615615,-0.049041496483072274,-0.013931502820889615
35.959999,-60.59,-3.31,-8.733,2.537,-2.909,0.04841810557983496,-0.04908199905562191,-0.01746714937013054
36.259998,-60.720001,-2.61,-8.573,2.549,-2.895,0.048822037272264786,-0.0491873086604945,-0.01377319028883405
35.560001,-60.360001,-2.86,-8.657,2.461,-2.92,0.047879530887557496,-0.04889568430565006,-0.015092461389297082
35.720001,-60.59,-3.03,-8.714,2.591,-2.923,0.048094961841623256,-0.04908199905562191,-0.015989565737611944
34.93,-61.060001,-2.29,-8.616,2.465,-2.907,0.047031270159480124,-0.04946273166229201,-0.01208452328024137
34.23,-61.740002,-1.46,-8.536,2.333,-2.896,0.04608875973544244,-0.05001357847595469,-0.007704543226704105
34.509998,-59.720001,-2.46,-8.695,2.44,-2.934,0.046465761212170595,-0.048377241008148865,-0.012981627628556232
34.279999,-58.849998,-2.33,-8.813,2.295,-2.955,0.04615608056214453,-0.047672479720405204,-0.012295606656315456
33.450001,-58.220001,-1.3,-8.786,2.426,-2.941,0.04503853518081535,-0.047162139529630415,-0.006860209722407765
33.279999,-58.169998,-0.79,-8.714,2.399,-2.929,0.04480963709923356,-0.04712163371681017,-0.00416889667746318
36.060001,-59.23,-2.05,-8.924,2.43,-2.939,0.04855275261901298,-0.04798030704843185,-0.010818023023796858
37.630001,-60.66,-0.94,-8.813,2.509,-2.901,0.0506666688557832,-0.0491387037912861,-0.004960459337740999
34.93,-58.82,-1.69,-8.939,2.217,-2.912,0.047031270159480124,-0.04764817931097014,-0.008918272639130094
34.970001,-59.349998,-1.72,-8.937,2.366,-2.912,0.04708512924444003,-0.04807751354657802,-0.009076585171185658
34.07,-58.330002,-2.87,-8.99,2.278,-2.956,0.04587332878137669,-0.047251247781456084,-0.015145232233315604
33.290001,-59.25,-1.97,-8.84,2.2,-2.936,0.044823104226749594,-0.04799650840147876,-0.01039585627164869
34.759998,-60.169998,-1.87,-8.89,2.32,-2.938,0.046802372077898335,-0.04874176902150144,-0.009868147831463477
35.540001,-60.290001,-2.12,-8.915,2.418,-2.952,0.04785260201829927,-0.04883897956998587,-0.01118741893192651
32.970001,-59.52,-1.89,-8.905,2.283,-2.964,0.044392242318618096,-0.048215226667612084,-0.00997368951950052
32.630001,-58.849998,-2.1,-8.939,2.348,-2.98,0.04393445154122836,-0.047672479720405204,-0.011081877243889466
