16.639999,49.240002,40.740002,-2.773,1.355,-1.175,0.03443095384951295,0.02648632886075812,0.07624005114865931
16.860001,50.150002,39.700001,-2.993,1.187,-1.211,0.034886174953120026,0.026975820296263952,0.0742938134083014
16.48,48.59,40.610001,-2.808,1.284,-1.191,0.03409988903484751,0.02613669104530575,0.07599676979365651
16.52,46.380001,41.849998,-2.558,1.229,-1.144,0.034182655755805876,0.024947926668408553,0.07831727617714132
17.91,47.07,41.48,-2.609,1.233,-1.147,0.03705879930910915,0.0253190789772081,0.07762486908190108
18.1,47.279999,40.830002,-2.714,1.212,-1.157,0.037451941233661405,0.02543203800134523,0.07640847540655157
18.23,46.419998,41.439999,-2.652,1.225,-1.134,0.0377209330767761,0.024969441161755725,0.07755001198479054
23.299999,44.48,42.610001,-2.491,1.979,-1.067,0.04821161288908118,0.023925911045383816,0.07973953108015126
17.440001,46.419998,40.32,-2.783,0.824,-1.132,0.03608629240701635,0.024969441161755725,0.07545406753573414
18.719999,47.860001,40.240002,-2.762,1.441,-1.155,0.03873482333934808,0.025744022629451,0.07530436082703562
18.09,49.220001,40.080002,-2.814,1.356,-1.179,0.03743124955342181,0.02647557026932785,0.07500493992411605
18.860001,50.049999,39.459999,-2.919,1.571,-1.168,0.03902451100103841,0.02692202841491792,0.07384467831116075
16.860001,49.380001,39.57,-2.89,1.401,-1.143,0.034886174953120026,0.02656163469754865,0.0740505320532986
17.85,47.919998,39.299999,-2.885,1.44,-1.154,0.036934649227671604,0.025776295176325775,0.07354525740824117
19.49,48.02,39.220001,-2.882,1.53,-1.165,0.040328084786964674,0.025830086519769133,0.07339555069954266
18.620001,49.619999,38.560001,-2.956,1.512,-1.175,0.0385279106752882,0.026690730264074505,0.0721604394749994
18.65,50.16,38.68,-2.953,1.498,-1.173,0.03858998364683895,0.026981198247222397,0.07238500328080844
18.08,51.139999,38.189999,-3.043,1.448,-1.191,0.03741055787318221,0.027508342332172156,0.07146802489423658
18.18,51.900002,37.759998,-3.125,1.48,-1.203,0.03761747467557813,0.027917149979929008,0.07066332934625957
17.65,51.84,38.029999,-3.124,1.409,-1.194,0.03652081562287976,0.027884874743540854,0.071168603991317
17.719999,51.02,38.549999,-3.045,1.462,-1.177,0.03666565531538889,0.027443794548909228,0.07214172192580563
18.280001,49.75,38.68,-3.008,1.357,-1.162,0.03782439354714207,0.026760658149906587,0.07238500328080844
19.02,49.169998,38.349998,-3.065,1.354,-1.155,0.039355575815703855,0.026448673521800813,0.07176744392577551
18.110001,49.470001,37.720001,-3.169,1.282,-1.153,0.03747263498306901,0.026610045938422856,0.07058847973467161
