-1348.0,5928.0,6094.0
-2532.0,4667.0,4577.0
-2024.0,5249.0,5267.0
-1481.0,6125.0,6028.0
-1970.0,5345.0,5107.0
-1931.0,5389.0,5466.0
-2294.0,4873.0,4810.0
-1952.0,INVALID,INVALID
-1778.0,INVALID,INVALID
