height,diameterX,diameterY
-1505.0,8211.0,8151.0
-557.0,5984.0,5936.0
-1753.0,6667.0,6408.0
-1565.0,7146.0,7067.0
-2723.0,5479.0,5761.0
-2556.0,303.0,183.0
-1258.0,6228.0,5902.0
-2017.0,6615.0,6665.0
-1592.0,7305.0,7399.0
-1945.0,6786.0,6750.0
-2176.0,6043.0,5990.0
-1800.0,7056.0,7142.0
-1712.0,7267.0,7118.0
-2331.0,6223.0,6313.0
-2428.0,6164.0,6134.0
-1790.0,7035.0,6743.0
-1354.0,6895.0,6829.0
-2147.0,6950.0,6816.0
-1532.0,6929.0,7087.0
-2072.0,6555.0,6545.0
-1424.0,6385.0,6119.0
-1919.0,6750.0,7231.0
-2606.0,5982.0,6066.0
-2745.0,5711.0,5720.0
-1854.0,7072.0,6803.0
-2899.0,5726.0,5769.0
-2399.0,6067.0,5955.0
-2051.0,6723.0,6642.0
-2615.0,5992.0,5835.0
-2444.0,6122.0,6001.0
-2628.0,5660.0,5741.0
-1985.0,6730.0,6710.0
-1527.0,6270.0,7526.0
-1874.0,7150.0,6929.0
-1443.0,8244.0,8029.0
-1495.0,5919.0,6551.0
-1580.0,7570.0,7902.0
-1678.0,7558.0,7539.0
-1569.0,7534.0,7583.0
-1766.0,6521.0,6620.0
-3096.0,5629.0,5732.0
-2599.0,5900.0,5824.0
-2985.0,5395.0,5241.0
-3139.0,5110.0,5640.0
-3716.0,4861.0,5215.0
-1493.0,8051.0,7905.0
-1340.0,8385.0,7990.0
-2981.0,5602.0,5845.0
-2084.0,6471.0,6452.0
-1735.0,7595.0,6697.0
-1956.0,6857.0,7266.0
-1782.0,7069.0,6915.0
-1882.0,6909.0,6845.0
-1672.0,6909.0,6829.0
-1563.0,7536.0,7617.0
-1395.0,6472.0,7749.0
-1470.0,5946.0,7645.0
-1600.0,6532.0,7278.0
-1435.0,8196.0,10844.0
-1498.0,7783.0,7920.0
-3577.0,5142.0,5387.0
-1502.0,7884.0,7827.0
-1631.0,7352.0,7276.0
-1599.0,6093.0,7357.0
-1524.0,7578.0,7596.0
-289.0,INVALID,INVALID
-1682.0,7477.0,7349.0
-1493.0,6422.0,7178.0
-1625.0,7613.0,7272.0
-1763.0,7176.0,7039.0
-1539.0,7176.0,7039.0
-1736.0,7545.0,7284.0
-1680.0,7367.0,7502.0
-1631.0,7718.0,7558.0
-1760.0,7257.0,7212.0
-1591.0,7261.0,7235.0
-1660.0,7585.0,8166.0
-1598.0,7494.0,7402.0
-2088.0,6528.0,6669.0
-2565.0,5644.0,5586.0
-4418.0,4605.0,5098.0
-4710.0,4479.0,5055.0
-4834.0,4331.0,5923.0
-4641.0,4587.0,6035.0
-4581.0,4677.0,5342.0
-4337.0,4552.0,5306.0
-4135.0,4678.0,5069.0
-4525.0,4519.0,5284.0
-4396.0,4556.0,5232.0
-4313.0,4620.0,5079.0
-4184.0,4615.0,5025.0
-4482.0,4621.0,5018.0
-4038.0,4732.0,5166.0
-4495.0,4592.0,5054.0
-4409.0,4669.0,5197.0
-4287.0,4652.0,5019.0
-4553.0,4606.0,5059.0
-911.0,INVALID,INVALID
-4041.0,4741.0,5005.0
-4378.0,4622.0,4420.0
-4147.0,4735.0,4663.0
-4625.0,4462.0,4297.0
-3891.0,4733.0,4785.0
-4822.0,4297.0,4997.0
-4817.0,4189.0,4897.0
-4438.0,4440.0,4314.0
-2493.0,6081.0,5842.0
-3146.0,5386.0,5331.0
-3070.0,5479.0,5268.0
-3900.0,4803.0,4765.0
-3887.0,4785.0,4747.0
-3847.0,4859.0,4885.0
-3506.0,4844.0,4857.0
-3585.0,5028.0,5273.0
-1610.0,7539.0,7584.0
-3851.0,4934.0,4979.0
-4051.0,4733.0,4747.0
-3909.0,4764.0,4928.0
-4273.0,4559.0,4509.0
-3968.0,4654.0,4708.0
-363.0,INVALID,INVALID
-2091.0,6620.0,6415.0
-1528.0,7607.0,7341.0
-2210.0,6610.0,7391.0
-2743.0,5985.0,6188.0
-2136.0,6557.0,6579.0
-1967.0,6794.0,6725.0
-2292.0,6324.0,6297.0
-2637.0,5934.0,5924.0
-2020.0,6670.0,6503.0
-1993.0,6739.0,6550.0
-1997.0,6770.0,6781.0
-1897.0,6868.0,6712.0
-2050.0,6603.0,6697.0
-1877.0,6829.0,6700.0
-1900.0,6854.0,6811.0
-2124.0,6513.0,6426.0
-1901.0,5400.0,5317.0
-2024.0,6653.0,6655.0
-2142.0,6426.0,6554.0
-1825.0,7133.0,7065.0
-1717.0,7549.0,7301.0
-1894.0,7043.0,6841.0
-1798.0,7120.0,7067.0
-1671.0,7315.0,7216.0
-1854.0,7034.0,6813.0
-2165.0,6583.0,6320.0
-1891.0,6982.0,6868.0
-2113.0,6589.0,6402.0
-1934.0,6953.0,6386.0
-1813.0,7124.0,6898.0
-1975.0,6700.0,6626.0
-2285.0,6163.0,6111.0
-2788.0,5732.0,5416.0
-2332.0,6339.0,6321.0
-2661.0,5687.0,5920.0
-3290.0,5407.0,5387.0
-3458.0,5200.0,5017.0
-2822.0,5741.0,5638.0
-529.0,INVALID,INVALID
-291.0,INVALID,INVALID
-1834.0,6786.0,6583.0
-1336.0,7752.0,7507.0
-1417.0,7927.0,8254.0
-1568.0,7645.0,7543.0
-1395.0,8150.0,8270.0
-1552.0,7765.0,7805.0
-1472.0,8020.0,8118.0
-1448.0,7707.0,7874.0
-1404.0,7805.0,9181.0
-1457.0,7731.0,7729.0
-1366.0,8254.0,8134.0
-1641.0,7475.0,7530.0
-1640.0,7322.0,7201.0
-1676.0,7392.0,7233.0
-1569.0,7566.0,7690.0
-1830.0,6827.0,7043.0
-1733.0,7091.0,7113.0
-1449.0,7664.0,5124.0
-1601.0,7879.0,6555.0
-1478.0,7790.0,7806.0
-1935.0,6923.0,6957.0
-2045.0,6583.0,6536.0
-1792.0,7240.0,7100.0
-1481.0,7917.0,7631.0
-1554.0,7647.0,7620.0
-1417.0,8016.0,7991.0
-1934.0,6933.0,6857.0
-1654.0,7468.0,7331.0
-1556.0,5051.0,6708.0
-1628.0,7645.0,7537.0
-1366.0,7656.0,7940.0
-1506.0,7883.0,7691.0
-2469.0,5986.0,6074.0
-3141.0,5238.0,5296.0
-4008.0,4351.0,4666.0
-3197.0,5105.0,5199.0
-2958.0,5520.0,5499.0
-3008.0,3829.0,3783.0
-325.0,INVALID,INVALID
-277.0,INVALID,INVALID
-3549.0,4289.0,4878.0
-2172.0,6502.0,6530.0
-2550.0,6424.0,6364.0
-2499.0,6161.0,6083.0
-2155.0,6679.0,6449.0
-1511.0,7328.0,7214.0
-1502.0,6992.0,7242.0
-1457.0,8110.0,8068.0
-1750.0,7190.0,7305.0
-1682.0,7424.0,7254.0
-1403.0,8160.0,8220.0
-1470.0,7846.0,7733.0
-1522.0,7846.0,7799.0
-1519.0,7974.0,7796.0
-1599.0,7746.0,7563.0
-1579.0,7657.0,7632.0
-1728.0,6603.0,7135.0
-1491.0,8209.0,8045.0
-1691.0,7570.0,7489.0
-2351.0,6429.0,6250.0
-1814.0,7502.0,7432.0
-1884.0,7032.0,6996.0
-1771.0,7362.0,7358.0
-1698.0,7304.0,7303.0
-2091.0,6655.0,6597.0
-2363.0,6351.0,6149.0
-4048.0,4661.0,4661.0
-3147.0,5333.0,5435.0
-3897.0,4788.0,4808.0
-2528.0,6173.0,6057.0
-3687.0,4580.0,4755.0
-3427.0,4248.0,4207.0
-3153.0,5426.0,5345.0
-3553.0,4624.0,4698.0
-2821.0,5590.0,5627.0
-3078.0,5523.0,5664.0
-3356.0,5282.0,5515.0
-3619.0,4237.0,4209.0
-691.0,INVALID,INVALID
-212.0,INVALID,INVALID
-3334.0,4981.0,5240.0
-1039.0,627.0,627.0
-3270.0,5008.0,5164.0
-2513.0,5853.0,5767.0
-2131.0,5290.0,4432.0
-2348.0,5771.0,5924.0
-2302.0,6254.0,6346.0
-2448.0,6166.0,6094.0
-2418.0,6096.0,6063.0
-3368.0,5032.0,4964.0
-2751.0,5776.0,5949.0
-2702.0,5456.0,5307.0
-3506.0,4939.0,4970.0
-4003.0,4375.0,4349.0
-3319.0,5042.0,5038.0
-2773.0,5459.0,5428.0
