height,diameterX,diameterY
-2509.0,5529.0,5384.0
-3748.0,4758.0,4873.0
-1510.0,6067.0,5767.0
-3277.0,4412.0,4683.0
-2315.0,5985.0,6150.0
-3017.0,5272.0,5296.0
-2485.0,5774.0,5671.0
-1573.0,6355.0,6597.0
-2300.0,4898.0,4960.0
-2521.0,5970.0,5829.0
-2782.0,5643.0,5867.0
-2283.0,6218.0,6084.0
-1712.0,7178.0,7256.0
-2261.0,6267.0,6416.0
-2505.0,5846.0,5905.0
-1408.0,6039.0,6605.0
-2869.0,5520.0,5924.0
-2515.0,5936.0,5909.0
-2749.0,5578.0,5586.0
-3024.0,6126.0,6266.0
-2468.0,6128.0,6094.0
-2378.0,6016.0,5925.0
-475.0,INVALID,INVALID
-1519.0,6515.0,6496.0
-3153.0,5317.0,5248.0
-782.0,INVALID,INVALID
-1161.0,5979.0,5693.0
-1358.0,4268.0,5739.0
-2221.0,6216.0,5995.0
-2359.0,5942.0,5867.0
-2753.0,5611.0,5809.0
-2601.0,5942.0,5957.0
-3178.0,5349.0,5298.0
-2847.0,5471.0,5566.0
-1386.0,5951.0,6150.0
-3588.0,4770.0,5052.0
-3489.0,4626.0,5230.0
-3393.0,4179.0,4313.0
-2083.0,5955.0,5859.0
-3840.0,4463.0,4598.0
-1936.0,3702,3520.0
-2867.0,5491.0,6010.0
-1451.0,5986.0,5772.0
-1829.0,6775.0,6714.0
-1842.0,3654.0,4174.0
-2979.0,5428.0,5407.0
-3096.0,5354.0,5348.0
-3302.0,5303.0,5307.0
-3194.0,5269.0,5456.0
-2922.0,5604.0,5478.0
-2406.0,6062.0,5941.0
-3142.0,5485.0,5293.0
-2997.0,5618.0,5458.0
-3118.0,5425.0,5367.0
-3157.0,5336.0,5287.0
-2898.0,5683.0,5491.0
-3917.0,4775.0,4822.0
-3391.0,5127.0,5084.0
-3262.0,5241.0,5186.0
-3789.0,4852.0,4794.0
-3500.0,4981.0,4854.0
-3398.0,3983.0,4620.0
-3344.0,5461.0,5556.0
-3363.0,5209.0,5433.0
-1895.0,7019.0,6949.0
-2046.0,7417.0,7434.0
-1989.0,6764.0,6630.0
-2363.0,6300.0,6041.0
-3185.0,5152.0,5102.0
-2883.0,5678.0,5555.0
-2543.0,6266.0,6436.0
-2702.0,5954.0,6457.0
-2733.0,5868.0,6130.0
-2935.0,5539.0,5681.0
-3503.0,4474.0,4549.0
-3650.0,4366.0,4336.0
-3611.0,4899.0,5597.0
-3483.0,4402.0,4398.0
-2406.0,4255.0,4066.0
-4015.0,5058.0,5348.0
-2924.0,4074.0,4035.0
-3548.0,4954.0,4820.0
-3526.0,4852.0,4605.0
-3039.0,5525.0,5637.0
-4188.0,5449.0,5483.0
-3794.0,5373.0,5580.0
-2281.0,6275.0,6144.0
-3881.0,4591.0,3326.0
-3920.0,4910.0,4025.0
-2793.0,5721.0,5833.0
-2156.0,6472.0,6459.0
-2501.0,6164.0,5987.0
-2744.0,5859.0,5737.0
-1471.0,8024.0,7829.0
-1468.0,7819.0,7678.0
-1963.0,6859.0,6715.0
-1520.0,7810.0,7528.0
-3443.0,5150.0,5158.0
-3409.0,5199.0,5487.0
-2234.0,6305.0,6233.0
-3164.0,5093.0,5153.0
-3129.0,5421.0,5236.0
-3090.0,5650.0,5313.0
-2442.0,6127.0,5961.0
-3075.0,5452.0,5622.0
-2593.0,5861.0,5803.0
-3097.0,5479.0,5447.0
-1501.0,7932.0,7764.0
-1478.0,7958.0,7717.0
-1795.0,7041.0,6955.0
-1462.0,8048.0,8139.0
-1852.0,6990.0,7020.0
-1838.0,6746.0,6962.0
-3337.0,4826.0,4875.0
-2741.0,4888.0,4819.0
-1968.0,4330.0,4698.0
-1488.0,4312.0,4851.0
-2934.0,4805.0,4851.0
-2764.0,4024.0,4244.0
-2439.0,6140.0,6209.0
-414.0,INVALID,INVALID
-5038.0,4122.0,5067.0
-3868.0,4463.0,4990.0
-2349.0,6172.0,6072.0
-3322.0,5203.0,5492.0
-3497.0,5063.0,5362.0
-2963.0,5494.0,5616.0
-2813.0,5731.0,5790.0
-2803.0,5594.0,5583.0
-2753.0,5827.0,5802.0
-3567.0,4928.0,5213.0
-3527.0,5061.0,5275.0
-3587.0,4975.0,5079.0
-3028.0,5529.0,5523.0
-3804.0,4795.0,4908.0
-3559.0,5034.0,5331.0
-3862.0,4956.0,4952.0
-3611.0,5169.0,5041.0
-3144.0,5283.0,5338.0
-3246.0,5216.0,5284.0
-3962.0,4927.0,5269.0
-4006.0,4694.0,4775.0
-2519.0,5887.0,5631.0
-3399.0,5082.0,5123.0
-3526.0,4932.0,5047.0
-3185.0,5120.0,5013.0
-3096.0,5298.0,5277.0
-2729.0,5834.0,5877.0
-3365.0,5070.0,5079.0
-3837.0,4768.0,4954.0
-1413.0,6490.0,6203.0
-3925.0,4624.0,4545.0
-2677.0,5790.0,5784.0
-3301.0,5159.0,5111.0
-3213.0,5230.0,5420.0
-2980.0,5577.0,5556.0
-3200.0,5110.0,5212.0
-3825.0,4765.0,4743.0
-2234.0,4180.0,4690.0
-471.0,INVAILD,INVALID
-354.0,INVAILD,INVALID
-3027.0,4151.0,3973.0
-4690.0,4095.0,4076.0
-2896.0,5519.0,5452.0
-3383.0,4882.0,4844.0
-2275.0,6343.0,6290.0
-2170.0,6442.0,6432.0
-1916.0,8172.0,8231.0
-1484.0,7971.0,7952.0
-1438.0,8148.0,7993.0
-1797.0,7209.0,7118.0
-1463.0,8148.0,7851.0
-1352.0,8391.0,8200.0
-1589.0,7711.0,7647.0
-1485.0,7969.0,7929.0
-1542.0,7895.0,7647.0
-1895.0,7039.0,6953.0
-1456.0,8071.0,8018.0
-1377.0,8363.0,8178.0
-1420.0,8154.0,8323.0
-1496.0,7841.0,7908.0
-1417.0,8167.0,8026.0
-1465.0,8118.0,7736.0
-1652.0,7489.0,7317.0
-1332.0,8161.0,8208.0
-1463.0,7989.0,7907.0
-1311.0,8511.0,8712.0
-1475.0,7921.0,7932.0
-1357.0,8237.0,8109.0
-1368.0,8428.0,8189.0
-1404.0,8059.0,8083.0
-1724.0,8081.0,8175.0
-1483.0,8008.0,8067.0
-1459.0,8126.0,8044.0
-1385.0,8246.0,8169.0
-1379.0,8145.0,8238.0
-1522.0,7620.0,7652.0
-1492.0,7745.0,7780.0
-611.0,INVAILD,INVALID
-556.0,INVAILD,INVALID
-343.0,INVAILD,INVALID
-1903.0,4155.0,3977.0
-2502.0,5854.0,5658.0
-1443.0,7943.0,8178.0
-1568.0,7758.0,7843.0
-1498.0,7980.0,8105.0
-1502.0,7856.0,7825.0
-1525.0,7765.0,7780.0
-1432.0,7862.0,7876.0
-1419.0,8045.0,8057.0
-1457.0,7950.0,7753.0
-1494.0,8118.0,7979.0
-1334.0,8351.0,8249.0
-1551.0,7840.0,7850.0
-1593.0,7749.0,7786.0
-1567.0,7849.0,7704.0
-1454.0,8129.0,8108.0
-1619.0,7757.0,7695.0
-1681.0,7535.0,7581.0
-1936.0,7042.0,7027.0
-1735.0,7454.0,7401.0
-1572.0,7983.0,7757.0
-1635.0,7924.0,7962.0
-1736.0,7420.0,7521.0
