height,diameterX,diameterY
-3681.0,4536.0,4576.0
-2819.0,5345.0,5327.0
-3268.0,4979.0,4945.0
-3416.0,4367.0,4502.0
-3684.0,4717.0,4581.0
-2901.0,5531.0,5445.0
-2933.0,5425.0,5337.0
-3527.0,4780.0,4613.0
-1676.0,3881.0,4026.0
-3002.0,5139.0,5005.0
-4013.0,4611.0,4534.0
-3706.0,4841.0,4786.0
-3780.0,4753.0,4677.0
-3005.0,5523.0,5361.0
-3662.0,4885.0,4899.0
-3602.0,4931.0,4909.0
-3824.0,4820.0,4664.0
-2976.0,5415.0,5290.0
-474.0,INVALID,INVALID
-2747.0,5877.0,5713.0
-3374.0,5064.0,5033.0
-3305.0,4886.0,4956.0
-3864.0,4388.0,4259.0
-3502.0,4669.0,4602.0
-1580.0,6347.0,6332.0
-2750.0,5721.0,5561.0
-3953.0,4577.0,4516.0
-3685.0,4862.0,4739.0
-2713.0,5685.0,5598.0
-4029.0,4327.0,4285.0
-4311.0,4259.0,4311.0
-2341.0,4096.0,4007.0
-2869.0,4061.0,4006.0
-2349.0,4092.0,4237.0
-3534.0,5023.0,4965.0
-474.0,INVALID,INVALID
-301.0,INVALID,INVALID
-3538.0,4832.0,4705.0
-3321.0,4352.0,4421.0
-3549.0,4683.0,4685.0
-3498.0,4932.0,4877.0
-2642.0,5810.0,5852.0
-3697.0,4710.0,4752.0
-3296.0,5159.0,5079.0
-3778.0,4722.0,4741.0
-3504.0,4822.0,4817.0
-3179.0,5202.0,5193.0
-3165.0,5166.0,5047.0
-2878.0,5392.0,5323.0
-3141.0,5201.0,5066.0
-1842.0,7033.0,6884.0
-2766.0,5657.0,5590.0
-3146.0,5150.0,5021.0
-2810.0,5508.0,5455.0
-2688.0,5522.0,5440.0
-2760.0,5622.0,5611.0
-2550.0,5819.0,5720.0
-3074.0,5493.0,5284.0
-3894.0,4456.0,4556.0
-3224.0,5420.0,5171.0
-2370.0,6063.0,6034.0
-1935.0,6071.0,5927.0
-2407.0,5009.0,5000.0
-2385.0,4996.0,5039.0
-3202.0,4374.0,4332.0
-4478.0,4069.0,4077.0
-3769.0,4341.0,4330.0
-3893.0,4585.0,4555.0
-6115.0,4585.0,4555.0
-3528.0,4879.0,4831.0
-2587.0,5649.0,5648.0
-1304.0,4532.0,4372.0
-3371.0,4712.0,4718.0
-2843.0,4513.0,4798.0
-2655.0,5929.0,5794.0
-510.0,INVALID,INVALID
-274.0,INVALID,INVALID
-1322.0,4012.0,4224.0
-3238.0,5068.0,5004.0
-3734.0,4359.0,4262.0
-3481.0,4875.0,4813.0
-3522.0,4633.0,4771.0
-4037.0,4414.0,4455.0
-4201.0,4255.0,4246.0
-3594.0,4307.0,4417.0
-3534.0,4451.0,4462.0
-3078.0,5214.0,5219.0
-2885.0,5250.0,5262.0
-2732.0,5682.0,5656.0
-3777.0,4682.0,4498.0
-2925.0,5444.0,5343.0
-2906.0,5573.0,5546.0
-3444.0,4888.0,4708.0
-3213.0,5196.0,5139.0
-2624.0,5715.0,5775.0
-2489.0,5983.0,5965.0
-3257.0,5089.0,5076.0
-4386.0,4441.0,4393.0
-2349.0,6209.0,6222.0
-3187.0,5160.0,5170.0
-2935.0,5406.0,5385.0
-3296.0,5125.0,4951.0
-3555.0,4858.0,4772.0
-964.0,INVALID,INVALID
-3262.0,4677.0,4821.0
-3107.0,5404.0,5217.0
-4186.0,4277.0,4298.0
-3911.0,4506.0,4508.0
-3116.0,5172.0,5088.0
-1780.0,4931.0,4919.0
-2706.0,4445.0,5181.0
-3018.0,5373.0,5344.0
-3156.0,5191.0,5203.0
-3297.0,5066.0,5124.0
-3592.0,4331.0,4367.0
-358.0,INVALID,INVALID
