height,diameterX,diameterY
-3813.0,4424.0,4374.0
-3100.0,4386.0,4478.0
-3290.0,4923.0,4811.0
-2323.0,6268.0,6108.0
-2617.0,5809.0,5950.0
-2174.0,6473.0,6391.0
-1986.0,6574.0,6608.0
-1899.0,6822.0,6813.0
-1825.0,6690.0,6666.0
-1677.0,7093.0,6957.0
-2118.0,6390.0,6430.0
-1935.0,6838.0,6738.0
-1989.0,6601.0,6394.0
-1478.0,7952.0,7818.0
-1676.0,7396.0,7137.0
-1565.0,7789.0,7514.0
-1595.0,7669.0,7561.0
-1519.0,7908.0,7873.0
-1556.0,7781.0,7693.0
-1657.0,7443.0,7465.0
-1624.0,7690.0,7516.0
-1601.0,7968.0,7710.0
-1719.0,7628.0,7303.0
-1613.0,7621.0,7528.0
-1493.0,8023.0,7968.0
-1428.0,8246.0,8013.0
-1665.0,7629.0,7353.0
-1624.0,7619.0,7810.0
-1732.0,7442.0,7240.0
-1552.0,7898.0,7639.0
-1858.0,7133.0,6973.0
-1759.0,7517.0,7255.0
-1698.0,7483.0,7543.0
-1697.0,7511.0,7485.0
-1715.0,7446.0,7707.0
-3037.0,5237.0,5373.0
-3621.0,4492.0,4459.0
-3562.0,4596.0,4665.0
-2635.0,5676.0,5702.0
-3705.0,4538.0,4598.0
-3432.0,4888.0,4745.0
-2617.0,5939.0,5829.0
-1693.0,7244.0,7149.0
-1759.0,7148.0,7030.0
-2086.0,6536.0,6467.0
-2863.0,5634.0,5687.0
-2286.0,6270.0,6245.0
-2617.0,5919.0,5866.0
-2362.0,6242.0,6187.0
-1519.0,7845.0,7716.0
-1539.0,7748.0,7648.0
-1568.0,7850.0,7616.0
-1842.0,6939.0,6864.0
-1506.0,7980.0,7696.0
-1577.0,7533.0,7395.0
-1439.0,7908.0,7898.0
-1447.0,7838.0,7774.0
-1639.0,7361.0,7327.0
-1421.0,7947.0,7820.0
-1622.0,7444.0,7242.0
-1539.0,7624.0,7510.0
-1601.0,7694.0,7541.0
-1720.0,7426.0,7205.0
-1486.0,7883.0,7832.0
-1643.0,7613.0,7454.0
-1500.0,7770.0,7671.0
-1706.0,7414.0,7360.0
-1879.0,7101.0,7059.0
-1702.0,7047.0,6929.0
-1677.0,7351.0,7208.0
-1498.0,7861.0,7858.0
-1449.0,7790.0,7684.0
-2102.0,6491.0,6262.0
-417.0,INVALID,INVALID
-2947.0,5440.0,5362.0
-3641.0,4400.0,4419.0
-2430.0,3930.0,4033.0
-3763.0,4580.0,4583.0
-3624.0,4858.0,5102.0
-3093.0,4757.0,4927.0
-2514.0,5903.0,5702.0
-2669.0,5736.0,5456.0
-2735.0,5751.0,5558.0
-2990.0,5478.0,5434.0
-2751.0,5651.0,5569.0
-2508.0,5857.0,6099.0
-2455.0,5905.0,5920.0
-2573.0,5892.0,5972.0
-2039.0,6623.0,6394.0
-3244.0,5246.0,5235.0
-2307.0,6233.0,6188.0
-1658.0,7285.0,7154.0
-2110.0,6461.0,6412.0
-1776.0,6865.0,6668.0
-1649.0,7190.0,7165.0
-1948.0,6778.0,6714.0
-1573.0,7215.0,7141.0
-1370.0,7923.0,8012.0
-1648.0,7094.0,7099.0
-2251.0,6197.0,6085.0
-1837.0,6820.0,6882.0
-1826.0,6985.0,6897.0
-1764.0,7160.0,6998.0
-1452.0,7691.0,7562.0
-1754.0,6977.0,6903.0
-1912.0,6760.0,6688.0
-1810.0,6822.0,6768.0
-1516.0,7732.0,7550.0
-1861.0,6882.0,6721.0
-1816.0,6979.0,6812.0
-2308.0,6036.0,5806.0
-1928.0,6741.0,6506.0
-1972.0,6671.0,6549.0
-1494.0,7561.0,7518.0
-1881.0,7011.0,6915.0
-1486.0,7639.0,7606.0
-2462.0,4334.0,4840.0
-2723.0,5537.0,5546.0
-1270.0,4324.0,4288.0
-3077.0,5340.0,5337.0
-326.0,INVALID,INVALID
-2676.0,5512.0,5307.0
-2413.0,5545.0,5429.0
-1475.0,7823.0,7664.0
-1453.0,8094.0,7988.0
-2557.0,5633.0,5753.0
-1644.0,7365.0,7466.0
-2691.0,5590.0,5543.0
-2038.0,6472.0,6362.0
-2279.0,6245.0,6149.0
-2070.0,6335.0,6818.0
-2715.0,4628.0,4570.0
-2464.0,6006.0,5958.0
-2224.0,6297.0,6196.0
-2277.0,5999.0,5911.0
-2139.0,6426.0,6273.0
-2110.0,6421.0,6605.0
-1948.0,6694.0,6660.0
-2707.0,5630.0,5608.0
-2125.0,6304.0,6148.0
-2431.0,5640.0,5476.0
-2399.0,6091.0,5895.0
-2503.0,5981.0,5883.0
-3356.0,4845.0,4870.0
-2596.0,5836.0,5761.0
-2970.0,5299.0,5173.0
-2889.0,5448.0,5410.0
-2762.0,5654.0,5599.0
-2773.0,5635.0,5760.0
-4216.0,4430.0,4375.0
-2581.0,5934.0,5768.0
-2831.0,5608.0,5468.0
-3234.0,5120.0,5032.0
-3620.0,4532.0,5070.0
-4724.0,4032.0,4017.0
-2838.0,4106.0,4075.0
-3914.0,4493.0,4449.0
-3040.0,5257.0,5400.0
-1045.0,INVALID,INVALID
-1045.0,INVALID,INVALID
-243.0,INVALID,INVALID
-1886.0,4198.0,4145.0
-2431.0,6149.0,5930.0
-3677.0,4760.0,4555.0
