-2468,6005,5910,,1,,TRUE
-3196,5295,5205,,1,,FALSE
-3044,5248,5233,,0,,FALSE
-3121,5385,5287,,1,,FALSE
-2836,5581,5647,,1,,FALSE
-2902,5567,5594,,1,,FALSE
-3065,5430,5424,,1,,FALSE
-3621,4949,4973,,0,,FALSE
-3206,5266,5122,,0,,FALSE
-3169,5294,5298,,1,,FALSE
-2935,5588,5432,,1,,FALSE
-3216,5326,5206,,1,,FALSE
-3111,5331,5243,,1,,FALSE
-3158,5434,5348,,1,,FALSE
-3290,5229,5156,,1,,FALSE
-3327,5197,4959,,1,,FALSE
-3260,5283,5206,,1,,FALSE
-3224,5239,5290,,1,,FALSE
-3114,5448,5323,,1,,FALSE
-2426,5648,5828,,1,,TRUE
-2618,5992,5981,,1,,FALSE
-3326,5229,5170,,1,,FALSE
-3068,5412,5327,,1,,FALSE
-2995,5525,5399,,1,,FALSE
-3042,5468,5473,,1,,FALSE
-3287,5304,5147,,1,,FALSE
-3387,5138,4956,,1,,FALSE
-2927,5671,5606,,1,,FALSE
-3015,5654,5612,,1,,FALSE
-3245,5288,5154,,1,,FALSE
-3044,5582,5382,,1,,FALSE
-3212,5298,5219,,1,,FALSE
-3169,5326,5237,,1,,FALSE
-3139,5435,5269,,0,,FALSE
-3183,5336,5255,,0,,FALSE
-3388,5089,5097,,0,,FALSE
-3387,5152,5136,,0,,FALSE
-3217,5338,5364,,0,,FALSE
-3106,5350,5280,,0,,FALSE
-3113,5326,5329,,0,,FALSE
-1895,6787,6720,,0,,FALSE
-4451,4213,3995,,0,,FALSE
-3094,5419,5192,,1,,FALSE
-2722,5679,5733,,1,,FALSE
-3009,5465,5434,,1,,FALSE
-2889,5637,5736,,1,,FALSE
-2901,5622,5537,,1,,FALSE
-3081,5500,5552,,1,,FALSE
-3000,5507,5429,,1,,FALSE
-3134,5396,5340,,1,,FALSE
-3209,5327,5256,,1,,FALSE
-3077,5472,5308,,1,,FALSE
-3120,5466,5376,,1,,FALSE
-3189,5352,5214,,1,,FALSE
-3094,5449,5436,,1,,FALSE
-3274,5365,5103,,1,,FALSE
-3226,5409,5297,,1,,FALSE
-3246,5325,5261,,1,,FALSE
-3090,5515,5357,,1,,FALSE
-3013,5576,5454,,1,,FALSE
-2684,5941,5830,,1,,FALSE
-3128,5468,5229,,1,,FALSE
-3032,5547,5453,,1,,FALSE
-3081,5522,5356,,1,,FALSE
-2425,6311,6169,,1,,TRUE
-2694,5951,5811,,1,,FALSE
-3128,5518,5357,,1,,FALSE
-2720,5944,5642,,1,,FALSE
-2764,5769,5808,,1,,FALSE
-2469,6323,6070,,1,,TRUE
-2760,5913,5707,,1,,FALSE
-2548,6118,6013,,1,,TRUE
-2799,5892,5725,,1,,FALSE
-2876,5805,5898,,1,,FALSE
-2796,5767,5744,,0,,FALSE
-2908,5553,5607,,0,,FALSE
-2509,6160,6143,,1,,TRUE
-3156,5334,5254,,0,,FALSE
-2987,5465,5389,,0,,FALSE
-2726,5973,5812,,0,,FALSE
-2461,6119,5994,,0,,FALSE
