height,diameterX,diameterY
-3363.0,5096.0,5002.0
-3149.0,5439.0,5222.0
-3120.0,5249.0,5457.0
-3726.0,4778.0,4732.0
-3480.0,5089.0,5030.0
-3614.0,4962.0,4950.0
-3722.0,4827.0,4721.0
-3594.0,4937.0,5014.0
-3385.0,5196.0,5031.0
-3349.0,5263.0,5178.0
-3240.0,5328.0,5199.0
-3551.0,4974.0,4899.0
-3791.0,4819.0,4751.0
-3724.0,4907.0,4822.0
-3701.0,4890.0,4811.0
-3638.0,5007.0,4683.0
-3794.0,4850.0,4739.0
-3264.0,5326.0,5238.0
-3307.0,5193.0,5246.0
-3589.0,5020.0,4903.0
-3303.0,5330.0,5255.0
-3443.0,5160.0,5001.0
-3407.0,5244.0,5001.0
-3505.0,5136.0,4978.0
-3188.0,5374.0,5217.0
-3337.0,5204.0,5119.0
-3169.0,5371.0,5223.0
-3025.0,5465.0,5411.0
-2837.0,5760.0,5563.0
-2884.0,5613.0,5559.0
-2978.0,5638.0,5521.0
-3074.0,5547.0,5494.0
-2899.0,5623.0,5614.0
-3136.0,5378.0,5405.0
-3024.0,5429.0,5616.0
-2967.0,5504.0,5497.0
-2983.0,5551.0,5536.0
-2944.0,5592.0,5544.0
-3079.0,5352.0,5350.0
-3094.0,5144.0,5225.0
-3420.0,5179.0,5001.0
-3677.0,4843.0,4640.0
-3277.0,5334.0,5038.0
-3363.0,5256.0,5042.0
-3031.0,5535.0,5416.0
-3250.0,5219.0,5293.0
-3054.0,5424.0,5449.0
-2920.0,5674.0,5589.0
-2983.0,5588.0,5638.0
-3186.0,5331.0,5254.0
-3232.0,5338.0,5145.0
-3346.0,5197.0,5112.0
-2823.0,5656.0,5620.0
-3226.0,5265.0,5169.0
-3129.0,5416.0,5262.0
-3422.0,5084.0,4905.0
-3025.0,5514.0,5395.0
-3257.0,5325.0,5325.0
-2971.0,5673.0,5471.0
-3016.0,5505.0,5455.0
-2970.0,5591.0,5439.0
-2963.0,5744.0,5509.0
-3277.0,5383.0,5076.0
-3117.0,5446.0,5341.0
-3118.0,5352.0,5382.0
-3168.0,5390.0,5318.0
-2908.0,5683.0,5587.0
-3127.0,5444.0,5297.0
-3001.0,5562.0,5512.0
-2818.0,5753.0,5631.0
-2958.0,5579.0,5575.0
-2977.0,5614.0,5590.0
-2780.0,5861.0,5739.0
-2968.0,5533.0,5561.0
-3153.0,5412.0,5358.0
-3212.0,5265.0,5161.0
-3345.0,5184.0,5058.0
-3555.0,4929.0,4943.0
-3019.0,5612.0,5598.0
-3330.0,5135.0,5081.0
-2216.0,6474.0,6270.0
-3091.0,5472.0,5275.0
-3033.0,5425.0,5281.0
-2964.0,5504.0,5340.0
-2885.0,5605.0,5616.0
-2650.0,5885.0,6021.0
-3014.0,5500.0,5454.0
-2550.0,6070.0,6085.0
-2882.0,5574.0,5561.0
-2708.0,5732.0,5819.0
-2837.0,5693.0,5640.0
-2973.0,5503.0,5474.0
-2783.0,5793.0,5557.0
-3010.0,5503.0,5407.0
-2616.0,5917.0,5819.0
-2969.0,5553.0,5405.0
-2941.0,5502.0,5479.0
-2984.0,5550.0,5612.0
-3032.0,5493.0,5377.0
-2891.0,5634.0,5595.0
-2912.0,5644.0,5507.0
-2585.0,6128.0,6033.0
-3015.0,5541.0,5414.0
-3135.0,5369.0,5281.0
-3058.0,5406.0,5361.0
-2921.0,5545.0,5501.0
-3142.0,5382.0,5355.0
-3302.0,5286.0,5170.0
-3005.0,5513.0,5519.0
-2747.0,5772.0,5749.0
-3077.0,5481.0,5429.0
-3006.0,5550.0,5481.0
-3125.0,5483.0,5479.0
-2884.0,5698.0,5592.0
-2903.0,5610.0,5555.0
-3294.0,5323.0,5157.0
-2917.0,5651.0,5694.0
-3379.0,5060.0,5093.0
-3106.0,5411.0,5393.0
-2704.0,5792.0,5798.0
-393.0,INVALID,INVALID
-430.0,INVALID,INVALID
-2766.0,5712.0,5492.0
-2947.0,5545.0,5492.0
-2935.0,5565.0,5548.0
-2909.0,5642.0,5693.0
-2756.0,5856.0,5855.0
-2833.0,5731.0,5814.0
-2629.0,5860.0,5898.0
-2833.0,5664.0,5728.0
-3229.0,5366.0,5277.0
-3071.0,5460.0,5318.0
-2975.0,5598.0,5448.0
-3090.0,5428.0,5285.0
-2902.0,5702.0,5515.0
-3044.0,5385.0,5354.0
-2875.0,5660.0,5528.0
-3000.0,5565.0,5437.0
-2958.0,5538.0,5426.0
-3075.0,5516.0,5411.0
-2908.0,5654.0,5460.0
-2903.0,5632.0,5537.0
-2896.0,5692.0,5510.0
-3262.0,5282.0,5178.0
-2722.0,5730.0,5860.0
-2713.0,5800.0,5769.0
-2957.0,5509.0,5559.0
-2873.0,5619.0,5777.0
-2437.0,6269.0,6014.0
-2886.0,5656.0,5577.0
-2704.0,5872.0,5680.0
-2949.0,5553.0,5452.0
-2884.0,5639.0,5561.0
-2691.0,5840.0,5754.0
-2869.0,5663.0,5584.0
-3029.0,5506.0,5400.0
-2919.0,5554.0,5630.0
-3177.0,5315.0,5340.0
-3605.0,4831.0,4790.0
-3595.0,4903.0,4848.0
-232.0,INVALID,INVALID
-312.0,INVALID,INVALID
-3747.0,4836.0,4773.0
-3267.0,5225.0,5207.0
-3620.0,4989.0,4904.0
-2900.0,5696.0,5703.0
-2672.0,5972.0,6009.0
-2517.0,6147.0,6131.0
-3000.0,5478.0,5602.0
-3101.0,5413.0,5433.0
-2918.0,5696.0,5527.0
-3267.0,5231.0,5160.0
-3215.0,5288.0,5127.0
-3043.0,5586.0,5329.0
-3059.0,5369.0,5389.0
-3142.0,5339.0,5332.0
-2650.0,5945.0,5665.0
-2995.0,5592.0,5499.0
-2768.0,5780.0,5706.0
-2853.0,5702.0,5774.0
-2018.0,6874.0,6641.0
-2525.0,6113.0,5976.0
-3058.0,5563.0,5300.0
-3241.0,5312.0,5210.0
-2843.0,5652.0,5731.0
-2772.0,5721.0,5633.0
-3141.0,5372.0,5312.0
-2876.0,5571.0,5706.0
-3032.0,5507.0,5379.0
-2812.0,5672.0,5617.0
-2864.0,5635.0,5615.0
-2886.0,5606.0,5514.0
-3565.0,5036.0,4984.0
-2879.0,5636.0,5574.0
-2884.0,5711.0,5594.0
-3683.0,4803.0,4855.0
-3332.0,5162.0,5135.0
-3066.0,5378.0,5482.0
-3457.0,5122.0,5089.0
-3188.0,5308.0,5310.0
-312.0,INVALID,INVALID
-247.0,INVALID,INVALID
-3135.0,5348.0,5298.0
-2978.0,5490.0,5481.0
-2780.0,5772.0,5748.0
-2388.0,6296.0,6296.0
-2943.0,5599.0,5570.0
-3147.0,5336.0,5318.0
-2978.0,5597.0,5465.0
-2878.0,5743.0,5584.0
-3182.0,5273.0,5312.0
-2733.0,5820.0,5702.0
-3171.0,5283.0,5256.0
-2740.0,5802.0,5700.0
-2567.0,6013.0,6034.0
-2659.0,5820.0,5779.0
-2819.0,5690.0,5608.0
-2762.0,5730.0,5727.0
-3086.0,5514.0,5494.0
-3111.0,5464.0,5367.0
-3204.0,5299.0,5220.0
-3163.0,5272.0,5271.0
-3404.0,5241.0,5076.0
-3042.0,5462.0,5400.0
-3009.0,5457.0,5503.0
-2744.0,5809.0,5631.0
-2949.0,5595.0,5451.0
-2632.0,6008.0,5765.0
-2720.0,5821.0,5911.0
-3190.0,5330.0,5214.0
-3174.0,5370.0,5304.0
-2574.0,6000.0,5849.0
-2782.0,5790.0,5775.0
-2676.0,5936.0,6570.0
-2817.0,5723.0,5627.0
-3037.0,5425.0,5398.0
-3110.0,5372.0,5348.0
-3178.0,5207.0,5354.0
-2996.0,5419.0,5397.0
-2462.0,6185.0,6150.0
-301.0,INVALID,INVALID
-326.0,INVALID,INVALID
-3555.0,4798.0,4764.0
-3489.0,5123.0,5001.0
-2564.0,5930.0,5967.0
-3069.0,5419.0,5480.0
-2647.0,5862.0,5913.0
-2515.0,6106.0,6039.0
-3029.0,5388.0,5439.0
-2475.0,6028.0,5938.0
-2313.0,6296.0,6271.0
-2662.0,5820.0,5693.0
-3368.0,5131.0,5004.0
-3266.0,5225.0,4970.0
-2652.0,5845.0,5773.0
-3082.0,5434.0,5497.0
-3164.0,5248.0,5178.0
-3128.0,5236.0,5170.0
-3040.0,5443.0,5369.0
-3247.0,5206.0,5218.0
-3137.0,5297.0,5177.0
-3167.0,5282.0,5199.0
-2964.0,5528.0,5411.0
-2808.0,5604.0,5608.0
-3062.0,5295.0,5358.0
-2744.0,5681.0,5447.0
-2935.0,5516.0,5376.0
-2750.0,5664.0,5539.0
-2745.0,5807.0,5778.0
-2381.0,6141.0,5932.0
-2819.0,5593.0,5506.0
-2859.0,5509.0,5451.0
-3054.0,5447.0,5252.0
-3155.0,5261.0,5281.0
-2730.0,5638.0,5580.0
-3915.0,4506.0,4460.0
-3562.0,4850.0,4841.0
-3324.0,5080.0,5182.0
-3302.0,5111.0,4904.0
-3308.0,5211.0,5031.0
