17.74,63.59,26.91,-5.092,1.316,-0.606,0.035776549429186184,0.0519672631415216,0.03144369160031751,0.039729168057008435
18.959999,63.369999,26.98,-5.072,1.483,-0.599,0.03823694145438673,0.051787473082418,0.03152548492666542,0.04051663315449005
20.120001,62.740002,26.549999,-5.138,1.516,-0.593,0.04057633654406852,0.051272624523251945,0.031023039039195028,0.04095733336883849
19.24,62.279999,27.48,-5.039,1.378,-0.579,0.038801624070887386,0.05089669911128639,0.03210972297200762,0.0406026820513938
18.790001,62.73,27.58,-5.064,1.288,-0.592,0.03789410369509345,0.05126445065053702,0.03222657058107606,0.040461708308902174
19.5,64.089996,26.530001,-5.249,1.308,-0.626,0.039325970342115595,0.05237587178598941,0.03099967185433352,0.040900504660812846
18.559999,64.589996,27.059999,-5.174,1.24,-0.625,0.03743025488326642,0.05278448369935253,0.03161896184544408,0.040611233476021004
18.01,65.25,27.209999,-5.26,1.113,-0.626,0.03632106286469241,0.05332385469388715,0.03179423325904674,0.040479716939208765
18.15,65.550003,28.209999,-5.168,1.274,-0.609,0.03660340316458451,0.05356902429357651,0.032962709349731154,0.041045045602630725
18.190001,65.629997,27.700001,-5.258,1.235,-0.622,0.036684073838412976,0.05363439729637164,0.03236678888043428,0.04089508667173963
17.9,64.589996,27.809999,-5.255,1.092,-0.609,0.03609922405763431,0.05278448369935253,0.03249531891345739,0.04045967555681474
16.15,63.619999,27.48,-5.358,0.966,-0.623,0.03256997030898291,0.05199177903909955,0.03210972297200762,0.038890490773363366
16.360001,63.700001,28.620001,-5.255,1.067,-0.611,0.032993482775537514,0.052057158579685306,0.03344178688386394,0.03949747607969559
16.84,64.379997,28.68,-5.307,1.059,-0.631,0.03396150464416547,0.052612867512963846,0.033511894280828916,0.04002875547931941
15.15,66.040001,28.120001,-5.399,0.966,-0.673,0.03055325388118212,0.05396946233422471,0.03285754883852173,0.03912675501797619
14.21,64.879997,29.09,-5.283,0.948,-0.637,0.02865754043904937,0.05302147942632696,0.033990969478009524,0.03855666311446195
14.07,65.230003,28.91,-5.276,1.042,-0.66,0.028375200139157255,0.05330751266902411,0.03378064378168633,0.0384877855299559
14.73,66.360001,28.040001,-5.382,1.06,-0.682,0.029706232981505782,0.0542309739587771,0.032764070751266985,0.03890042589718329
13.24,66.480003,28.17,-5.345,0.929,-0.644,0.02670132550408259,0.054329042452431905,0.03291597147457987,0.03798211314369812
13.73,66.459999,28.41,-5.265,1.043,-0.654,0.027689516553704982,0.05431269470700207,0.03319640573634412,0.03839953899901706
15.35,65.32,28.030001,-5.314,1.133,-0.669,0.030956597166742275,0.053381060361757986,0.032752385990360136,0.0390300145062868
14.48,65.110001,27.290001,-5.36,1.059,-0.663,0.029202053874555583,0.053209444175369304,0.031887713683253674,0.038099737244392855
14.8,64.169998,26.799999,-5.369,1.093,-0.641,0.029847403131451837,0.052441251326575164,0.03131515806186613,0.03786793750663104
16.25,64.910004,26.389999,-5.336,1.239,-0.643,0.032771641951763,0.05304600186169554,0.030836082864685522,0.03888457555938135
15.41,65.120003,26.290001,-5.213,1.274,-0.647,0.031077600152410324,0.05321761804808422,0.030719237592569264,0.03833815193102127
16.1,66.860001,25.360001,-5.277,1.281,-0.664,0.03246913448759288,0.054639585872140226,0.029632554828232762,0.038913758395988624
15.94,66.410004,25.469999,-5.277,1.269,-0.652,0.03214645985914475,0.054271837601784896,0.029761084861255865,0.03872646077406184
15.61,66.129997,25.49,-5.325,1.206,-0.654,0.031480943437970484,0.05404300920973477,0.02978445555154564,0.038436136066416965
16.290001,65.459999,26.09,-5.277,1.298,-0.644,0.032852312625591455,0.053495470880275835,0.03048554120595629,0.03894444157060786
16.77,65.559998,26.27,-5.343,1.301,-0.633,0.03382033449421941,0.053577192445724627,0.030695866902279483,0.03936446461407451
15.58,66.489998,25.610001,-5.459,1.114,-0.657,0.03142044194513646,0.054337210604580036,0.029924673850903864,0.038560775466873455
15.99,66.010002,25.91,-5.377,1.158,-0.666,0.03224729568053479,0.05394494643664675,0.030275215509633097,0.03882248587560488
16.219999,66.660004,25.139999,-5.537,1.15,-0.652,0.032711138442212545,0.05447614355846646,0.029375487751330007,0.038854256584003
17.27,66.580002,25.35,-5.6,1.163,-0.649,0.034828692708119814,0.0544107640178807,0.029620868898849826,0.03962010854161677
16.08,66.589996,26.139999,-5.445,1.094,-0.617,0.03242880015903686,0.054418931352805004,0.03054396384201442,0.03913056511795209
16.639999,67.059998,25.24,-5.596,1.005,-0.638,0.03355815934188888,0.054803028185813986,0.02949233652887454,0.03928450801885913
14.95,71.209999,21.799999,-6.118,0.919,-0.752,0.030149910595621957,0.05819450788395171,0.025472777608444075,0.03793906536267258
15.68,69.0,24.02,-5.911,0.787,-0.661,0.03162211358791654,0.05638844404411055,0.02806679569823956,0.03869245111008888
17.440001,66.989998,24.34,-5.856,0.894,-0.578,0.03517153651756237,0.05474582251794315,0.02844070804725857,0.03945268902758803
17.83,67.459999,24.620001,-5.766,0.855,-0.599,0.035958053907688255,0.05512991853372831,0.028767882521126296,0.03995195165418095
